PriceList.Code,BaseValue,PriceRule.Code,Item.RefCode,Item.Attribute.0.Value,ItemPrice
HUF-2025-Q12603,41990,PR00010,AVZ30,0,44990
HUF-2025-Q12603,41990,PR00010,AVZ30,0,44990
HUF-2025-Q12603,35990,PR00010,FMFVZ30,0,37990
HUF-2025-Q12603,35990,PR00010,FMFVZ30,0,37990
HUF-2025-Q12603,1390,PR00010,FLB,0,0
HUF-2025-Q12603,250,PR00010,M1,0,0
HUF-2025-Q12603,41190,PR00010,PIFK,0,0
HUF-2025-Q12603,47000,PR00010,TKFL45,0,0
HUF-2025-Q12603,59800,PR00010,TKFL60,0,0
HUF-2025-Q12603,46900,PR00010,TVKL300,0,0
HUF-2025-Q12603,91800,PR00010,TVS_MOB,0,0
HUF-2025-Q12603,97400,PR00010,TVS_M,0,0
HUF-2025-Q12603,34500,PR00010,TKKE,0,0
HUF-2025-Q12603,149900,PR00010,TGEA45,0,0
HUF-2025-Q12603,223400,PR00010,TVKK40H,0,0
HUF-2025-Q12603,383200,PR00010,TVKK60N,0,0
HUF-2025-Q12603,0,PR00010_CF00001,MPF,0,0
HUF-2025-Q12603,149900,PR00010,TGEA60,0,0
HUF-2025-Q12603,87990,PR00010,FU80F,0,99990
HUF-2025-Q12603,94490,PR00010,FZN80,0,0
HUF-2025-Q12603,91800,PR00010,TVS_MOJ,0,0
HUF-2025-Q12603,50900,PR00010,TVKL400,0,0
HUF-2025-Q12603,0,PR00010_CF00002,CT,0,0
HUF-2025-Q12603,0,PR00010_CF00002,MKP,0,0
HUF-2025-Q12603,42200,PR00010,TKKSE45,0,0
HUF-2025-Q12603,42200,PR00010,TKKSE60,0,0
HUF-2025-Q12603,320,PR00010,M15,0,0
HUF-2025-Q12603,51990,PR00011,AAFE40,1,56990
HUF-2025-Q12603,66990,PR00011,AAFE40,2,75990
HUF-2025-Q12603,66990,PR00011,AAFE40,3,75990
HUF-2025-Q12603,66990,PR00011,AAFE40,4,75990
HUF-2025-Q12603,66990,PR00011,AAFE40,5,75990
HUF-2025-Q12603,71990,PR00011,AAFE40,7,77990
HUF-2025-Q12603,51990,PR00011,AAFE40,1,56990
HUF-2025-Q12603,66990,PR00011,AAFE40,2,75990
HUF-2025-Q12603,66990,PR00011,AAFE40,3,75990
HUF-2025-Q12603,66990,PR00011,AAFE40,4,75990
HUF-2025-Q12603,66990,PR00011,AAFE40,5,75990
HUF-2025-Q12603,71990,PR00011,AAFE40,7,77990
HUF-2025-Q12603,53990,PR00011,AAFE45,1,57990
HUF-2025-Q12603,68990,PR00011,AAFE45,2,77990
HUF-2025-Q12603,68990,PR00011,AAFE45,3,77990
HUF-2025-Q12603,68990,PR00011,AAFE45,4,77990
HUF-2025-Q12603,68990,PR00011,AAFE45,5,77990
HUF-2025-Q12603,73990,PR00011,AAFE45,7,79990
HUF-2025-Q12603,53990,PR00011,AAFE45,1,57990
HUF-2025-Q12603,68990,PR00011,AAFE45,2,77990
HUF-2025-Q12603,68990,PR00011,AAFE45,3,77990
HUF-2025-Q12603,68990,PR00011,AAFE45,4,77990
HUF-2025-Q12603,68990,PR00011,AAFE45,5,77990
HUF-2025-Q12603,73990,PR00011,AAFE45,7,79990
HUF-2025-Q12603,56990,PR00011,AAFE50,1,58990
HUF-2025-Q12603,70990,PR00011,AAFE50,2,79990
HUF-2025-Q12603,70990,PR00011,AAFE50,3,79990
HUF-2025-Q12603,70990,PR00011,AAFE50,4,79990
HUF-2025-Q12603,70990,PR00011,AAFE50,5,79990
HUF-2025-Q12603,76990,PR00011,AAFE50,7,82990
HUF-2025-Q12603,56990,PR00011,AAFE50,1,58990
HUF-2025-Q12603,70990,PR00011,AAFE50,2,79990
HUF-2025-Q12603,70990,PR00011,AAFE50,3,79990
HUF-2025-Q12603,70990,PR00011,AAFE50,4,79990
HUF-2025-Q12603,70990,PR00011,AAFE50,5,79990
HUF-2025-Q12603,76990,PR00011,AAFE50,7,82990
HUF-2025-Q12603,57990,PR00011,AAFE60,1,62990
HUF-2025-Q12603,85990,PR00011,AAFE60,2,88990
HUF-2025-Q12603,85990,PR00011,AAFE60,3,88990
HUF-2025-Q12603,85990,PR00011,AAFE60,4,88990
HUF-2025-Q12603,85990,PR00011,AAFE60,5,88990
HUF-2025-Q12603,91990,PR00011,AAFE60,7,94990
HUF-2025-Q12603,57990,PR00011,AAFE60,1,62990
HUF-2025-Q12603,85990,PR00011,AAFE60,2,88990
HUF-2025-Q12603,85990,PR00011,AAFE60,3,88990
HUF-2025-Q12603,85990,PR00011,AAFE60,4,88990
HUF-2025-Q12603,85990,PR00011,AAFE60,5,88990
HUF-2025-Q12603,91990,PR00011,AAFE60,7,94990
HUF-2025-Q12603,57990,PR00011,AAFE60,1,62990
HUF-2025-Q12603,85990,PR00011,AAFE60,2,88990
HUF-2025-Q12603,85990,PR00011,AAFE60,3,88990
HUF-2025-Q12603,85990,PR00011,AAFE60,4,88990
HUF-2025-Q12603,85990,PR00011,AAFE60,5,88990
HUF-2025-Q12603,91990,PR00011,AAFE60,7,94990
HUF-2025-Q12603,73990,PR00011,AAFE80,1,66990
HUF-2025-Q12603,101990,PR00011,AAFE80,2,97990
HUF-2025-Q12603,101990,PR00011,AAFE80,3,97990
HUF-2025-Q12603,101990,PR00011,AAFE80,4,97990
HUF-2025-Q12603,101990,PR00011,AAFE80,5,97990
HUF-2025-Q12603,107990,PR00011,AAFE80,7,106990
HUF-2025-Q12603,82990,PR00011,AAFE90,1,68990
HUF-2025-Q12603,106990,PR00011,AAFE90,2,101990
HUF-2025-Q12603,106990,PR00011,AAFE90,3,101990
HUF-2025-Q12603,106990,PR00011,AAFE90,4,101990
HUF-2025-Q12603,106990,PR00011,AAFE90,5,101990
HUF-2025-Q12603,112990,PR00011,AAFE90,7,111990
HUF-2025-Q12603,43990,PR00011,AML30,1,47990
HUF-2025-Q12603,53990,PR00011,AML30,2,58990
HUF-2025-Q12603,53990,PR00011,AML30,3,58990
HUF-2025-Q12603,53990,PR00011,AML30,4,58990
HUF-2025-Q12603,53990,PR00011,AML30,5,58990
HUF-2025-Q12603,54990,PR00011,AML30,7,57990
HUF-2025-Q12603,43990,PR00011,AML30,1,47990
HUF-2025-Q12603,53990,PR00011,AML30,2,58990
HUF-2025-Q12603,53990,PR00011,AML30,3,58990
HUF-2025-Q12603,53990,PR00011,AML30,4,58990
HUF-2025-Q12603,53990,PR00011,AML30,5,58990
HUF-2025-Q12603,54990,PR00011,AML30,7,57990
HUF-2025-Q12603,43990,PR00011,AKL30,1,46990
HUF-2025-Q12603,52990,PR00011,AKL30,2,56990
HUF-2025-Q12603,52990,PR00011,AKL30,3,56990
HUF-2025-Q12603,52990,PR00011,AKL30,4,56990
HUF-2025-Q12603,52990,PR00011,AKL30,5,56990
HUF-2025-Q12603,54990,PR00011,AKL30,7,56990
HUF-2025-Q12603,44990,PR00011,AML35,1,48990
HUF-2025-Q12603,55990,PR00011,AML35,2,60990
HUF-2025-Q12603,55990,PR00011,AML35,3,60990
HUF-2025-Q12603,55990,PR00011,AML35,4,60990
HUF-2025-Q12603,55990,PR00011,AML35,5,60990
HUF-2025-Q12603,56990,PR00011,AML35,7,59990
HUF-2025-Q12603,44990,PR00011,AML35,1,48990
HUF-2025-Q12603,55990,PR00011,AML35,2,60990
HUF-2025-Q12603,55990,PR00011,AML35,3,60990
HUF-2025-Q12603,55990,PR00011,AML35,4,60990
HUF-2025-Q12603,55990,PR00011,AML35,5,60990
HUF-2025-Q12603,56990,PR00011,AML35,7,59990
HUF-2025-Q12603,45990,PR00011,AML40,1,49990
HUF-2025-Q12603,57990,PR00011,AML40,2,62990
HUF-2025-Q12603,57990,PR00011,AML40,3,62990
HUF-2025-Q12603,57990,PR00011,AML40,4,62990
HUF-2025-Q12603,57990,PR00011,AML40,5,62990
HUF-2025-Q12603,58990,PR00011,AML40,7,61990
HUF-2025-Q12603,45990,PR00011,AML40,1,49990
HUF-2025-Q12603,57990,PR00011,AML40,2,62990
HUF-2025-Q12603,57990,PR00011,AML40,3,62990
HUF-2025-Q12603,57990,PR00011,AML40,4,62990
HUF-2025-Q12603,57990,PR00011,AML40,5,62990
HUF-2025-Q12603,58990,PR00011,AML40,7,61990
HUF-2025-Q12603,44990,PR00011,AKL40,1,48990
HUF-2025-Q12603,54990,PR00011,AKL40,2,61990
HUF-2025-Q12603,54990,PR00011,AKL40,3,61990
HUF-2025-Q12603,54990,PR00011,AKL40,4,61990
HUF-2025-Q12603,54990,PR00011,AKL40,5,61990
HUF-2025-Q12603,55990,PR00011,AKL40,7,59990
HUF-2025-Q12603,44990,PR00011,AET40,1,48990
HUF-2025-Q12603,54990,PR00011,AET40,2,61990
HUF-2025-Q12603,54990,PR00011,AET40,3,61990
HUF-2025-Q12603,54990,PR00011,AET40,4,61990
HUF-2025-Q12603,54990,PR00011,AET40,5,61990
HUF-2025-Q12603,55990,PR00011,AET40,7,59990
HUF-2025-Q12603,44990,PR00011,AET40,1,48990
HUF-2025-Q12603,54990,PR00011,AET40,2,61990
HUF-2025-Q12603,54990,PR00011,AET40,3,61990
HUF-2025-Q12603,54990,PR00011,AET40,4,61990
HUF-2025-Q12603,54990,PR00011,AET40,5,61990
HUF-2025-Q12603,55990,PR00011,AET40,7,59990
HUF-2025-Q12603,45990,PR00011,AML45,1,49990
HUF-2025-Q12603,59990,PR00011,AML45,2,64990
HUF-2025-Q12603,59990,PR00011,AML45,3,64990
HUF-2025-Q12603,59990,PR00011,AML45,4,64990
HUF-2025-Q12603,59990,PR00011,AML45,5,64990
HUF-2025-Q12603,61990,PR00011,AML45,7,63990
HUF-2025-Q12603,45990,PR00011,AML45,1,49990
HUF-2025-Q12603,59990,PR00011,AML45,2,64990
HUF-2025-Q12603,59990,PR00011,AML45,3,64990
HUF-2025-Q12603,59990,PR00011,AML45,4,64990
HUF-2025-Q12603,59990,PR00011,AML45,5,64990
HUF-2025-Q12603,61990,PR00011,AML45,7,63990
HUF-2025-Q12603,46990,PR00011,AML50,1,50990
HUF-2025-Q12603,61990,PR00011,AML50,2,68990
HUF-2025-Q12603,61990,PR00011,AML50,3,68990
HUF-2025-Q12603,61990,PR00011,AML50,4,68990
HUF-2025-Q12603,61990,PR00011,AML50,5,68990
HUF-2025-Q12603,62990,PR00011,AML50,7,66990
HUF-2025-Q12603,46990,PR00011,AML50,1,50990
HUF-2025-Q12603,61990,PR00011,AML50,2,68990
HUF-2025-Q12603,61990,PR00011,AML50,3,68990
HUF-2025-Q12603,61990,PR00011,AML50,4,68990
HUF-2025-Q12603,61990,PR00011,AML50,5,68990
HUF-2025-Q12603,62990,PR00011,AML50,7,66990
HUF-2025-Q12603,47990,PR00011,AML60E,1,52990
HUF-2025-Q12603,66990,PR00011,AML60E,2,72990
HUF-2025-Q12603,66990,PR00011,AML60E,3,72990
HUF-2025-Q12603,66990,PR00011,AML60E,4,72990
HUF-2025-Q12603,66990,PR00011,AML60E,5,72990
HUF-2025-Q12603,68990,PR00011,AML60E,7,71990
HUF-2025-Q12603,47990,PR00011,AML60E,1,52990
HUF-2025-Q12603,66990,PR00011,AML60E,2,72990
HUF-2025-Q12603,66990,PR00011,AML60E,3,72990
HUF-2025-Q12603,66990,PR00011,AML60E,4,72990
HUF-2025-Q12603,66990,PR00011,AML60E,5,72990
HUF-2025-Q12603,68990,PR00011,AML60E,7,71990
HUF-2025-Q12603,47990,PR00011,AML60,1,54990
HUF-2025-Q12603,66990,PR00011,AML60,2,74990
HUF-2025-Q12603,66990,PR00011,AML60,3,74990
HUF-2025-Q12603,66990,PR00011,AML60,4,74990
HUF-2025-Q12603,66990,PR00011,AML60,5,74990
HUF-2025-Q12603,69990,PR00011,AML60,7,73990
HUF-2025-Q12603,51990,PR00011,AML70,1,56990
HUF-2025-Q12603,73990,PR00011,AML70,2,78990
HUF-2025-Q12603,73990,PR00011,AML70,3,78990
HUF-2025-Q12603,73990,PR00011,AML70,4,78990
HUF-2025-Q12603,73990,PR00011,AML70,5,78990
HUF-2025-Q12603,76990,PR00011,AML70,7,78990
HUF-2025-Q12603,53990,PR00011,AML80,1,57990
HUF-2025-Q12603,75990,PR00011,AML80,2,83990
HUF-2025-Q12603,75990,PR00011,AML80,3,83990
HUF-2025-Q12603,75990,PR00011,AML80,4,83990
HUF-2025-Q12603,75990,PR00011,AML80,5,83990
HUF-2025-Q12603,78990,PR00011,AML80,7,82990
HUF-2025-Q12603,55990,PR00011,AML90,1,59990
HUF-2025-Q12603,81990,PR00011,AML90,2,87990
HUF-2025-Q12603,81990,PR00011,AML90,3,87990
HUF-2025-Q12603,81990,PR00011,AML90,4,87990
HUF-2025-Q12603,81990,PR00011,AML90,5,87990
HUF-2025-Q12603,83990,PR00011,AML90,7,86990
HUF-2025-Q12603,57990,PR00011,AML100,1,60990
HUF-2025-Q12603,85990,PR00011,AML100,2,95990
HUF-2025-Q12603,85990,PR00011,AML100,3,95990
HUF-2025-Q12603,85990,PR00011,AML100,4,95990
HUF-2025-Q12603,85990,PR00011,AML100,5,95990
HUF-2025-Q12603,87990,PR00011,AML100,7,93990
HUF-2025-Q12603,61990,PR00011,AR20,1,61990
HUF-2025-Q12603,73990,PR00011,AR20,2,68990
HUF-2025-Q12603,73990,PR00011,AR20,3,68990
HUF-2025-Q12603,73990,PR00011,AR20,4,68990
HUF-2025-Q12603,73990,PR00011,AR20,5,68990
HUF-2025-Q12603,74990,PR00011,AR20,7,72990
HUF-2025-Q12603,62990,PR00011,ASZB45,1,61990
HUF-2025-Q12603,73990,PR00011,ASZB45,2,75990
HUF-2025-Q12603,73990,PR00011,ASZB45,3,75990
HUF-2025-Q12603,73990,PR00011,ASZB45,4,75990
HUF-2025-Q12603,73990,PR00011,ASZB45,5,75990
HUF-2025-Q12603,64990,PR00011,ASZB60,1,64990
HUF-2025-Q12603,85990,PR00011,ASZB60,2,83990
HUF-2025-Q12603,85990,PR00011,ASZB60,3,83990
HUF-2025-Q12603,85990,PR00011,ASZB60,4,83990
HUF-2025-Q12603,85990,PR00011,ASZB60,5,83990
HUF-2025-Q12603,46990,PR00011,AMO60E,1,48990
HUF-2025-Q12603,62990,PR00011,AMO60E,2,68990
HUF-2025-Q12603,62990,PR00011,AMO60E,3,68990
HUF-2025-Q12603,62990,PR00011,AMO60E,4,68990
HUF-2025-Q12603,62990,PR00011,AMO60E,5,68990
HUF-2025-Q12603,63990,PR00011,AMO60E,7,67990
HUF-2025-Q12603,46990,PR00011,AMO60E,1,48990
HUF-2025-Q12603,62990,PR00011,AMO60E,2,68990
HUF-2025-Q12603,62990,PR00011,AMO60E,3,68990
HUF-2025-Q12603,62990,PR00011,AMO60E,4,68990
HUF-2025-Q12603,62990,PR00011,AMO60E,5,68990
HUF-2025-Q12603,63990,PR00011,AMO60E,7,67990
HUF-2025-Q12603,46990,PR00011,AMO60,1,50990
HUF-2025-Q12603,62990,PR00011,AMO60,2,71990
HUF-2025-Q12603,62990,PR00011,AMO60,3,71990
HUF-2025-Q12603,62990,PR00011,AMO60,4,71990
HUF-2025-Q12603,62990,PR00011,AMO60,5,71990
HUF-2025-Q12603,64990,PR00011,AMO60,7,69990
HUF-2025-Q12603,47990,PR00011,AMO70,1,52990
HUF-2025-Q12603,69990,PR00011,AMO70,2,74990
HUF-2025-Q12603,69990,PR00011,AMO70,3,74990
HUF-2025-Q12603,69990,PR00011,AMO70,4,74990
HUF-2025-Q12603,69990,PR00011,AMO70,5,74990
HUF-2025-Q12603,71990,PR00011,AMO70,7,74990
HUF-2025-Q12603,48990,PR00011,AMO80,1,53990
HUF-2025-Q12603,71990,PR00011,AMO80,2,79990
HUF-2025-Q12603,71990,PR00011,AMO80,3,79990
HUF-2025-Q12603,71990,PR00011,AMO80,4,79990
HUF-2025-Q12603,71990,PR00011,AMO80,5,79990
HUF-2025-Q12603,73990,PR00011,AMO80,7,77990
HUF-2025-Q12603,49990,PR00011,AMO90,1,54990
HUF-2025-Q12603,76990,PR00011,AMO90,2,82990
HUF-2025-Q12603,76990,PR00011,AMO90,3,82990
HUF-2025-Q12603,76990,PR00011,AMO90,4,82990
HUF-2025-Q12603,76990,PR00011,AMO90,5,82990
HUF-2025-Q12603,78990,PR00011,AMO90,7,82990
HUF-2025-Q12603,51990,PR00011,AMO100,1,55990
HUF-2025-Q12603,83990,PR00011,AMO100,2,90990
HUF-2025-Q12603,83990,PR00011,AMO100,3,90990
HUF-2025-Q12603,83990,PR00011,AMO100,4,90990
HUF-2025-Q12603,83990,PR00011,AMO100,5,90990
HUF-2025-Q12603,85990,PR00011,AMO100,7,89990
HUF-2025-Q12603,5990,PR00011,LMO72_45,1,0
HUF-2025-Q12603,17990,PR00011,LMO72_45,2,0
HUF-2025-Q12603,17990,PR00011,LMO72_45,3,0
HUF-2025-Q12603,17990,PR00011,LMO72_45,4,0
HUF-2025-Q12603,17990,PR00011,LMO72_45,5,0
HUF-2025-Q12603,17990,PR00011,LMO72_45,7,0
HUF-2025-Q12603,4990,PR00011,LMO59_45,1,0
HUF-2025-Q12603,13990,PR00011,LMO59_45,2,0
HUF-2025-Q12603,13990,PR00011,LMO59_45,3,0
HUF-2025-Q12603,13990,PR00011,LMO59_45,4,0
HUF-2025-Q12603,13990,PR00011,LMO59_45,5,0
HUF-2025-Q12603,14490,PR00011,LMO59_45,7,0
HUF-2025-Q12603,7990,PR00011,LMO72_60,1,0
HUF-2025-Q12603,23490,PR00011,LMO72_60,2,0
HUF-2025-Q12603,23490,PR00011,LMO72_60,3,0
HUF-2025-Q12603,23490,PR00011,LMO72_60,4,0
HUF-2025-Q12603,23490,PR00011,LMO72_60,5,0
HUF-2025-Q12603,23490,PR00011,LMO72_60,7,0
HUF-2025-Q12603,6490,PR00011,LMO59_60,1,0
HUF-2025-Q12603,18990,PR00011,LMO59_60,2,0
HUF-2025-Q12603,18990,PR00011,LMO59_60,3,0
HUF-2025-Q12603,18990,PR00011,LMO59_60,4,0
HUF-2025-Q12603,18990,PR00011,LMO59_60,5,0
HUF-2025-Q12603,19390,PR00011,LMO59_60,7,0
HUF-2025-Q12603,51990,PR00011,ATF60,1,53990
HUF-2025-Q12603,54990,PR00011,ATF60,2,60990
HUF-2025-Q12603,54990,PR00011,ATF60,3,60990
HUF-2025-Q12603,54990,PR00011,ATF60,4,60990
HUF-2025-Q12603,54990,PR00011,ATF60,5,60990
HUF-2025-Q12603,55990,PR00011,ATF60,7,58990
HUF-2025-Q12603,55990,PR00011,AML40P,1,53990
HUF-2025-Q12603,67990,PR00011,AML40P,2,77990
HUF-2025-Q12603,67990,PR00011,AML40P,3,77990
HUF-2025-Q12603,67990,PR00011,AML40P,4,77990
HUF-2025-Q12603,67990,PR00011,AML40P,5,77990
HUF-2025-Q12603,68990,PR00011,AML40P,7,73990
HUF-2025-Q12603,55990,PR00011,AML40P,1,53990
HUF-2025-Q12603,67990,PR00011,AML40P,2,77990
HUF-2025-Q12603,67990,PR00011,AML40P,3,77990
HUF-2025-Q12603,67990,PR00011,AML40P,4,77990
HUF-2025-Q12603,67990,PR00011,AML40P,5,77990
HUF-2025-Q12603,68990,PR00011,AML40P,7,73990
HUF-2025-Q12603,55990,PR00011,AML45P,1,54990
HUF-2025-Q12603,71990,PR00011,AML45P,2,79990
HUF-2025-Q12603,71990,PR00011,AML45P,3,79990
HUF-2025-Q12603,71990,PR00011,AML45P,4,79990
HUF-2025-Q12603,71990,PR00011,AML45P,5,79990
HUF-2025-Q12603,73990,PR00011,AML45P,7,77990
HUF-2025-Q12603,55990,PR00011,AML45P,1,54990
HUF-2025-Q12603,71990,PR00011,AML45P,2,79990
HUF-2025-Q12603,71990,PR00011,AML45P,3,79990
HUF-2025-Q12603,71990,PR00011,AML45P,4,79990
HUF-2025-Q12603,71990,PR00011,AML45P,5,79990
HUF-2025-Q12603,73990,PR00011,AML45P,7,77990
HUF-2025-Q12603,63990,PR00011,AML60P,1,57990
HUF-2025-Q12603,83990,PR00011,AML60P,2,98990
HUF-2025-Q12603,83990,PR00011,AML60P,3,98990
HUF-2025-Q12603,83990,PR00011,AML60P,4,98990
HUF-2025-Q12603,83990,PR00011,AML60P,5,98990
HUF-2025-Q12603,84990,PR00011,AML60P,7,91990
HUF-2025-Q12603,79990,PR00011,AML90P,1,67990
HUF-2025-Q12603,131990,PR00011,AML90P,2,122990
HUF-2025-Q12603,131990,PR00011,AML90P,3,122990
HUF-2025-Q12603,131990,PR00011,AML90P,4,122990
HUF-2025-Q12603,131990,PR00011,AML90P,5,122990
HUF-2025-Q12603,133990,PR00011,AML90P,7,129990
HUF-2025-Q12603,61990,PR00011,AF40,1,67990
HUF-2025-Q12603,118990,PR00011,AF40,2,104990
HUF-2025-Q12603,118990,PR00011,AF40,3,104990
HUF-2025-Q12603,118990,PR00011,AF40,4,104990
HUF-2025-Q12603,118990,PR00011,AF40,5,104990
HUF-2025-Q12603,140990,PR00011,AF40,7,137990
HUF-2025-Q12603,62990,PR00011,AF45,1,67990
HUF-2025-Q12603,122990,PR00011,AF45,2,106990
HUF-2025-Q12603,122990,PR00011,AF45,3,106990
HUF-2025-Q12603,122990,PR00011,AF45,4,106990
HUF-2025-Q12603,122990,PR00011,AF45,5,106990
HUF-2025-Q12603,144990,PR00011,AF45,7,140990
HUF-2025-Q12603,63990,PR00011,AF50,1,69990
HUF-2025-Q12603,127990,PR00011,AF50,2,109990
HUF-2025-Q12603,127990,PR00011,AF50,3,109990
HUF-2025-Q12603,127990,PR00011,AF50,4,109990
HUF-2025-Q12603,127990,PR00011,AF50,5,109990
HUF-2025-Q12603,149990,PR00011,AF50,7,144990
HUF-2025-Q12603,64990,PR00011,AF60,1,73990
HUF-2025-Q12603,136990,PR00011,AF60,2,117990
HUF-2025-Q12603,136990,PR00011,AF60,3,117990
HUF-2025-Q12603,136990,PR00011,AF60,4,117990
HUF-2025-Q12603,136990,PR00011,AF60,5,117990
HUF-2025-Q12603,158990,PR00011,AF60,7,152990
HUF-2025-Q12603,83990,PR00011,AF80,1,79990
HUF-2025-Q12603,153990,PR00011,AF80,2,127990
HUF-2025-Q12603,153990,PR00011,AF80,3,127990
HUF-2025-Q12603,153990,PR00011,AF80,4,127990
HUF-2025-Q12603,153990,PR00011,AF80,5,127990
HUF-2025-Q12603,175990,PR00011,AF80,7,166990
HUF-2025-Q12603,101990,PR00011,AF90,1,82990
HUF-2025-Q12603,165990,PR00011,AF90,2,130990
HUF-2025-Q12603,165990,PR00011,AF90,3,130990
HUF-2025-Q12603,165990,PR00011,AF90,4,130990
HUF-2025-Q12603,165990,PR00011,AF90,5,130990
HUF-2025-Q12603,187990,PR00011,AF90,7,174990
HUF-2025-Q12603,8490,PR00011,LOTA_OTA,1,0
HUF-2025-Q12603,8490,PR00011,LOTA_OTA,2,0
HUF-2025-Q12603,8490,PR00011,LOTA_OTA,3,0
HUF-2025-Q12603,8490,PR00011,LOTA_OTA,4,0
HUF-2025-Q12603,8490,PR00011,LOTA_OTA,5,0
HUF-2025-Q12603,12590,PR00011,LOTA_OTA,7,0
HUF-2025-Q12603,7490,PR00011,LOTA_OTAF,1,0
HUF-2025-Q12603,7390,PR00011,LOTA_OTAF,2,0
HUF-2025-Q12603,7390,PR00011,LOTA_OTAF,3,0
HUF-2025-Q12603,7390,PR00011,LOTA_OTAF,4,0
HUF-2025-Q12603,7390,PR00011,LOTA_OTAF,5,0
HUF-2025-Q12603,10990,PR00011,LOTA_OTAF,7,0
HUF-2025-Q12603,21990,PR00011,LOTA_OTAA,1,0
HUF-2025-Q12603,21990,PR00011,LOTA_OTAA,2,0
HUF-2025-Q12603,21990,PR00011,LOTA_OTAA,3,0
HUF-2025-Q12603,21990,PR00011,LOTA_OTAA,4,0
HUF-2025-Q12603,21990,PR00011,LOTA_OTAA,5,0
HUF-2025-Q12603,32690,PR00011,LOTA_OTAA,7,0
HUF-2025-Q12603,53990,PR00011,AS95,1,60990
HUF-2025-Q12603,66990,PR00011,AS95,2,79990
HUF-2025-Q12603,66990,PR00011,AS95,3,79990
HUF-2025-Q12603,66990,PR00011,AS95,4,79990
HUF-2025-Q12603,66990,PR00011,AS95,5,79990
HUF-2025-Q12603,67990,PR00011,AS95,7,74990
HUF-2025-Q12603,53990,PR00011,AS95,1,60990
HUF-2025-Q12603,66990,PR00011,AS95,2,79990
HUF-2025-Q12603,66990,PR00011,AS95,3,79990
HUF-2025-Q12603,66990,PR00011,AS95,4,79990
HUF-2025-Q12603,66990,PR00011,AS95,5,79990
HUF-2025-Q12603,67990,PR00011,AS95,7,74990
HUF-2025-Q12603,46990,PR00011,ASM95,1,55990
HUF-2025-Q12603,62990,PR00011,ASM95,2,75990
HUF-2025-Q12603,62990,PR00011,ASM95,3,75990
HUF-2025-Q12603,62990,PR00011,ASM95,4,75990
HUF-2025-Q12603,62990,PR00011,ASM95,5,75990
HUF-2025-Q12603,63990,PR00011,ASM95,7,70990
HUF-2025-Q12603,46990,PR00011,ASM95,1,55990
HUF-2025-Q12603,62990,PR00011,ASM95,2,75990
HUF-2025-Q12603,62990,PR00011,ASM95,3,75990
