PriceList.Code,BaseValue,PriceRule.Code,Item.RefCode,Item.Attribute.0.Value,ItemPrice
HUF-2025-Q12603,62990,PR00011,ASM95,4,75990
HUF-2025-Q12603,62990,PR00011,ASM95,5,75990
HUF-2025-Q12603,63990,PR00011,ASM95,7,70990
HUF-2025-Q12603,54990,PR00011,AS105,1,61990
HUF-2025-Q12603,69990,PR00011,AS105,2,83990
HUF-2025-Q12603,69990,PR00011,AS105,3,83990
HUF-2025-Q12603,69990,PR00011,AS105,4,83990
HUF-2025-Q12603,69990,PR00011,AS105,5,83990
HUF-2025-Q12603,71990,PR00011,AS105,7,78990
HUF-2025-Q12603,54990,PR00011,AS105,1,61990
HUF-2025-Q12603,69990,PR00011,AS105,2,83990
HUF-2025-Q12603,69990,PR00011,AS105,3,83990
HUF-2025-Q12603,69990,PR00011,AS105,4,83990
HUF-2025-Q12603,69990,PR00011,AS105,5,83990
HUF-2025-Q12603,71990,PR00011,AS105,7,78990
HUF-2025-Q12603,49990,PR00011,ASM105,1,56990
HUF-2025-Q12603,63990,PR00011,ASM105,2,79990
HUF-2025-Q12603,63990,PR00011,ASM105,3,79990
HUF-2025-Q12603,63990,PR00011,ASM105,4,79990
HUF-2025-Q12603,63990,PR00011,ASM105,5,79990
HUF-2025-Q12603,67990,PR00011,ASM105,7,73990
HUF-2025-Q12603,49990,PR00011,ASM105,1,56990
HUF-2025-Q12603,63990,PR00011,ASM105,2,79990
HUF-2025-Q12603,63990,PR00011,ASM105,3,79990
HUF-2025-Q12603,63990,PR00011,ASM105,4,79990
HUF-2025-Q12603,63990,PR00011,ASM105,5,79990
HUF-2025-Q12603,67990,PR00011,ASM105,7,73990
HUF-2025-Q12603,51990,PR00011,AS110,1,61990
HUF-2025-Q12603,71990,PR00011,AS110,2,84990
HUF-2025-Q12603,71990,PR00011,AS110,3,84990
HUF-2025-Q12603,71990,PR00011,AS110,4,84990
HUF-2025-Q12603,71990,PR00011,AS110,5,84990
HUF-2025-Q12603,73990,PR00011,AS110,7,79990
HUF-2025-Q12603,51990,PR00011,AS110,1,61990
HUF-2025-Q12603,71990,PR00011,AS110,2,84990
HUF-2025-Q12603,71990,PR00011,AS110,3,84990
HUF-2025-Q12603,71990,PR00011,AS110,4,84990
HUF-2025-Q12603,71990,PR00011,AS110,5,84990
HUF-2025-Q12603,73990,PR00011,AS110,7,79990
HUF-2025-Q12603,51990,PR00011,AS110MAGIC,1,57990
HUF-2025-Q12603,69990,PR00011,AS110MAGIC,2,81990
HUF-2025-Q12603,69990,PR00011,AS110MAGIC,3,81990
HUF-2025-Q12603,69990,PR00011,AS110MAGIC,4,81990
HUF-2025-Q12603,69990,PR00011,AS110MAGIC,5,81990
HUF-2025-Q12603,71990,PR00011,AS110MAGIC,7,77990
HUF-2025-Q12603,51990,PR00011,AS110MAGIC,1,57990
HUF-2025-Q12603,69990,PR00011,AS110MAGIC,2,81990
HUF-2025-Q12603,69990,PR00011,AS110MAGIC,3,81990
HUF-2025-Q12603,69990,PR00011,AS110MAGIC,4,81990
HUF-2025-Q12603,69990,PR00011,AS110MAGIC,5,81990
HUF-2025-Q12603,71990,PR00011,AS110MAGIC,7,77990
HUF-2025-Q12603,51990,PR00011,AS110VT,1,58990
HUF-2025-Q12603,69990,PR00011,AS110VT,2,81990
HUF-2025-Q12603,69990,PR00011,AS110VT,3,81990
HUF-2025-Q12603,69990,PR00011,AS110VT,4,81990
HUF-2025-Q12603,69990,PR00011,AS110VT,5,81990
HUF-2025-Q12603,71990,PR00011,AS110VT,7,77990
HUF-2025-Q12603,51990,PR00011,AS110VT,1,58990
HUF-2025-Q12603,69990,PR00011,AS110VT,2,81990
HUF-2025-Q12603,69990,PR00011,AS110VT,3,81990
HUF-2025-Q12603,69990,PR00011,AS110VT,4,81990
HUF-2025-Q12603,69990,PR00011,AS110VT,5,81990
HUF-2025-Q12603,71990,PR00011,AS110VT,7,77990
HUF-2025-Q12603,50990,PR00011,ASM110,1,56990
HUF-2025-Q12603,69990,PR00011,ASM110,2,80990
HUF-2025-Q12603,69990,PR00011,ASM110,3,80990
HUF-2025-Q12603,69990,PR00011,ASM110,4,80990
HUF-2025-Q12603,69990,PR00011,ASM110,5,80990
HUF-2025-Q12603,70990,PR00011,ASM110,7,76990
HUF-2025-Q12603,50990,PR00011,ASM110,1,56990
HUF-2025-Q12603,69990,PR00011,ASM110,2,80990
HUF-2025-Q12603,69990,PR00011,ASM110,3,80990
HUF-2025-Q12603,69990,PR00011,ASM110,4,80990
HUF-2025-Q12603,69990,PR00011,ASM110,5,80990
HUF-2025-Q12603,70990,PR00011,ASM110,7,76990
HUF-2025-Q12603,90990,PR00011,K40,1,75990
HUF-2025-Q12603,120990,PR00011,K40,2,112990
HUF-2025-Q12603,120990,PR00011,K40,3,112990
HUF-2025-Q12603,120990,PR00011,K40,4,112990
HUF-2025-Q12603,120990,PR00011,K40,5,112990
HUF-2025-Q12603,122990,PR00011,K40,7,133990
HUF-2025-Q12603,90990,PR00011,K40,1,75990
HUF-2025-Q12603,120990,PR00011,K40,2,112990
HUF-2025-Q12603,120990,PR00011,K40,3,112990
HUF-2025-Q12603,120990,PR00011,K40,4,112990
HUF-2025-Q12603,120990,PR00011,K40,5,112990
HUF-2025-Q12603,122990,PR00011,K40,7,133990
HUF-2025-Q12603,90990,PR00011,KTB60,1,83990
HUF-2025-Q12603,136990,PR00011,KTB60,2,123990
HUF-2025-Q12603,136990,PR00011,KTB60,3,123990
HUF-2025-Q12603,136990,PR00011,KTB60,4,123990
HUF-2025-Q12603,136990,PR00011,KTB60,5,123990
HUF-2025-Q12603,138990,PR00011,KTB60,7,149990
HUF-2025-Q12603,90990,PR00011,KTB60,1,83990
HUF-2025-Q12603,136990,PR00011,KTB60,2,123990
HUF-2025-Q12603,136990,PR00011,KTB60,3,123990
HUF-2025-Q12603,136990,PR00011,KTB60,4,123990
HUF-2025-Q12603,136990,PR00011,KTB60,5,123990
HUF-2025-Q12603,138990,PR00011,KTB60,7,149990
HUF-2025-Q12603,82990,PR00011,KMTB60,1,82990
HUF-2025-Q12603,136990,PR00011,KMTB60,2,123990
HUF-2025-Q12603,136990,PR00011,KMTB60,3,123990
HUF-2025-Q12603,136990,PR00011,KMTB60,4,123990
HUF-2025-Q12603,136990,PR00011,KMTB60,5,123990
HUF-2025-Q12603,139990,PR00011,KMTB60,7,149990
HUF-2025-Q12603,82990,PR00011,KMTB60,1,82990
HUF-2025-Q12603,136990,PR00011,KMTB60,2,123990
HUF-2025-Q12603,136990,PR00011,KMTB60,3,123990
HUF-2025-Q12603,136990,PR00011,KMTB60,4,123990
HUF-2025-Q12603,136990,PR00011,KMTB60,5,123990
HUF-2025-Q12603,139990,PR00011,KMTB60,7,149990
HUF-2025-Q12603,103990,PR00011,KMTB60F,1,103990
HUF-2025-Q12603,209990,PR00011,KMTB60F,2,165990
HUF-2025-Q12603,209990,PR00011,KMTB60F,3,165990
HUF-2025-Q12603,209990,PR00011,KMTB60F,4,165990
HUF-2025-Q12603,209990,PR00011,KMTB60F,5,165990
HUF-2025-Q12603,232990,PR00011,KMTB60F,7,230990
HUF-2025-Q12603,103990,PR00011,KMTB602F,1,96990
HUF-2025-Q12603,209990,PR00011,KMTB602F,2,151990
HUF-2025-Q12603,209990,PR00011,KMTB602F,3,151990
HUF-2025-Q12603,209990,PR00011,KMTB602F,4,151990
HUF-2025-Q12603,209990,PR00011,KMTB602F,5,151990
HUF-2025-Q12603,228990,PR00011,KMTB602F,7,218990
HUF-2025-Q12603,125990,PR00011,K60F,1,104990
HUF-2025-Q12603,244990,PR00011,K60F,2,183990
HUF-2025-Q12603,244990,PR00011,K60F,3,183990
HUF-2025-Q12603,244990,PR00011,K60F,4,183990
HUF-2025-Q12603,244990,PR00011,K60F,5,183990
HUF-2025-Q12603,267990,PR00011,K60F,7,257990
HUF-2025-Q12603,125990,PR00011,K60F,1,104990
HUF-2025-Q12603,244990,PR00011,K60F,2,183990
HUF-2025-Q12603,244990,PR00011,K60F,3,183990
HUF-2025-Q12603,244990,PR00011,K60F,4,183990
HUF-2025-Q12603,244990,PR00011,K60F,5,183990
HUF-2025-Q12603,267990,PR00011,K60F,7,257990
HUF-2025-Q12603,103990,PR00011,KMTB60K,1,89990
HUF-2025-Q12603,172990,PR00011,KMTB60K,2,143990
HUF-2025-Q12603,172990,PR00011,KMTB60K,3,143990
HUF-2025-Q12603,172990,PR00011,KMTB60K,4,143990
HUF-2025-Q12603,172990,PR00011,KMTB60K,5,143990
HUF-2025-Q12603,175990,PR00011,KMTB60K,7,179990
HUF-2025-Q12603,103990,PR00011,KMTB60K,1,89990
HUF-2025-Q12603,172990,PR00011,KMTB60K,2,143990
HUF-2025-Q12603,172990,PR00011,KMTB60K,3,143990
HUF-2025-Q12603,172990,PR00011,KMTB60K,4,143990
HUF-2025-Q12603,172990,PR00011,KMTB60K,5,143990
HUF-2025-Q12603,175990,PR00011,KMTB60K,7,179990
HUF-2025-Q12603,106990,PR00011,KMTH60,1,84990
HUF-2025-Q12603,163990,PR00011,KMTH60,2,138990
HUF-2025-Q12603,163990,PR00011,KMTH60,3,138990
HUF-2025-Q12603,163990,PR00011,KMTH60,4,138990
HUF-2025-Q12603,163990,PR00011,KMTH60,5,138990
HUF-2025-Q12603,165990,PR00011,KMTH60,7,167990
HUF-2025-Q12603,106990,PR00011,KMTH60,1,84990
HUF-2025-Q12603,163990,PR00011,KMTH60,2,138990
HUF-2025-Q12603,163990,PR00011,KMTH60,3,138990
HUF-2025-Q12603,163990,PR00011,KMTH60,4,138990
HUF-2025-Q12603,163990,PR00011,KMTH60,5,138990
HUF-2025-Q12603,165990,PR00011,KMTH60,7,167990
HUF-2025-Q12603,106990,PR00011,K60R,1,75990
HUF-2025-Q12603,163990,PR00011,K60R,2,128990
HUF-2025-Q12603,163990,PR00011,K60R,3,128990
HUF-2025-Q12603,163990,PR00011,K60R,4,128990
HUF-2025-Q12603,163990,PR00011,K60R,5,128990
HUF-2025-Q12603,164990,PR00011,K60R,7,161990
HUF-2025-Q12603,106990,PR00011,K60R,1,75990
HUF-2025-Q12603,163990,PR00011,K60R,2,128990
HUF-2025-Q12603,163990,PR00011,K60R,3,128990
HUF-2025-Q12603,163990,PR00011,K60R,4,128990
HUF-2025-Q12603,163990,PR00011,K60R,5,128990
HUF-2025-Q12603,164990,PR00011,K60R,7,161990
HUF-2025-Q12603,110990,PR00011,K60,1,83990
HUF-2025-Q12603,172990,PR00011,K60,2,140990
HUF-2025-Q12603,172990,PR00011,K60,3,140990
HUF-2025-Q12603,172990,PR00011,K60,4,140990
HUF-2025-Q12603,172990,PR00011,K60,5,140990
HUF-2025-Q12603,174990,PR00011,K60,7,177990
HUF-2025-Q12603,110990,PR00011,K60,1,83990
HUF-2025-Q12603,172990,PR00011,K60,2,140990
HUF-2025-Q12603,172990,PR00011,K60,3,140990
HUF-2025-Q12603,172990,PR00011,K60,4,140990
HUF-2025-Q12603,172990,PR00011,K60,5,140990
HUF-2025-Q12603,174990,PR00011,K60,7,177990
HUF-2025-Q12603,90990,PR00011,K40R,1,69990
HUF-2025-Q12603,120990,PR00011,K40R,2,104990
HUF-2025-Q12603,120990,PR00011,K40R,3,104990
HUF-2025-Q12603,120990,PR00011,K40R,4,104990
HUF-2025-Q12603,120990,PR00011,K40R,5,104990
HUF-2025-Q12603,121990,PR00011,K40R,7,125990
HUF-2025-Q12603,65990,PR00011,KF60,1,72990
HUF-2025-Q12603,95990,PR00011,KF60,2,93990
HUF-2025-Q12603,95990,PR00011,KF60,3,93990
HUF-2025-Q12603,95990,PR00011,KF60,4,93990
HUF-2025-Q12603,95990,PR00011,KF60,5,93990
HUF-2025-Q12603,96990,PR00011,KF60,7,112990
HUF-2025-Q12603,65990,PR00011,KF60,1,72990
HUF-2025-Q12603,95990,PR00011,KF60,2,93990
HUF-2025-Q12603,95990,PR00011,KF60,3,93990
HUF-2025-Q12603,95990,PR00011,KF60,4,93990
HUF-2025-Q12603,95990,PR00011,KF60,5,93990
HUF-2025-Q12603,96990,PR00011,KF60,7,112990
HUF-2025-Q12603,83990,PR00011,KF60F,1,93990
HUF-2025-Q12603,157990,PR00011,KF60F,2,136990
HUF-2025-Q12603,157990,PR00011,KF60F,3,136990
HUF-2025-Q12603,157990,PR00011,KF60F,4,136990
HUF-2025-Q12603,157990,PR00011,KF60F,5,136990
HUF-2025-Q12603,179990,PR00011,KF60F,7,187990
HUF-2025-Q12603,41990,PR00011,F30,1,45990
HUF-2025-Q12603,49990,PR00011,F30,2,55990
HUF-2025-Q12603,49990,PR00011,F30,3,55990
HUF-2025-Q12603,49990,PR00011,F30,4,55990
HUF-2025-Q12603,49990,PR00011,F30,5,55990
HUF-2025-Q12603,51990,PR00011,F30,7,54990
HUF-2025-Q12603,41990,PR00011,F30,1,45990
HUF-2025-Q12603,49990,PR00011,F30,2,55990
HUF-2025-Q12603,49990,PR00011,F30,3,55990
HUF-2025-Q12603,49990,PR00011,F30,4,55990
HUF-2025-Q12603,49990,PR00011,F30,5,55990
HUF-2025-Q12603,51990,PR00011,F30,7,54990
HUF-2025-Q12603,42990,PR00011,F35,1,46990
HUF-2025-Q12603,52990,PR00011,F35,2,57990
HUF-2025-Q12603,52990,PR00011,F35,3,57990
HUF-2025-Q12603,52990,PR00011,F35,4,57990
HUF-2025-Q12603,52990,PR00011,F35,5,57990
HUF-2025-Q12603,53990,PR00011,F35,7,56990
HUF-2025-Q12603,42990,PR00011,F35,1,46990
HUF-2025-Q12603,52990,PR00011,F35,2,57990
HUF-2025-Q12603,52990,PR00011,F35,3,57990
HUF-2025-Q12603,52990,PR00011,F35,4,57990
HUF-2025-Q12603,52990,PR00011,F35,5,57990
HUF-2025-Q12603,53990,PR00011,F35,7,56990
HUF-2025-Q12603,44990,PR00011,F40,1,47990
HUF-2025-Q12603,54990,PR00011,F40,2,60990
HUF-2025-Q12603,54990,PR00011,F40,3,60990
HUF-2025-Q12603,54990,PR00011,F40,4,60990
HUF-2025-Q12603,54990,PR00011,F40,5,60990
HUF-2025-Q12603,56990,PR00011,F40,7,59990
HUF-2025-Q12603,44990,PR00011,F40,1,47990
HUF-2025-Q12603,54990,PR00011,F40,2,60990
HUF-2025-Q12603,54990,PR00011,F40,3,60990
HUF-2025-Q12603,54990,PR00011,F40,4,60990
HUF-2025-Q12603,54990,PR00011,F40,5,60990
HUF-2025-Q12603,56990,PR00011,F40,7,59990
HUF-2025-Q12603,44990,PR00011,F45,1,47990
HUF-2025-Q12603,56990,PR00011,F45,2,62990
HUF-2025-Q12603,56990,PR00011,F45,3,62990
HUF-2025-Q12603,56990,PR00011,F45,4,62990
HUF-2025-Q12603,56990,PR00011,F45,5,62990
HUF-2025-Q12603,58990,PR00011,F45,7,61990
HUF-2025-Q12603,44990,PR00011,F45,1,47990
HUF-2025-Q12603,56990,PR00011,F45,2,62990
HUF-2025-Q12603,56990,PR00011,F45,3,62990
HUF-2025-Q12603,56990,PR00011,F45,4,62990
HUF-2025-Q12603,56990,PR00011,F45,5,62990
HUF-2025-Q12603,58990,PR00011,F45,7,61990
HUF-2025-Q12603,45990,PR00011,F50,1,48990
HUF-2025-Q12603,59990,PR00011,F50,2,66990
HUF-2025-Q12603,59990,PR00011,F50,3,66990
HUF-2025-Q12603,59990,PR00011,F50,4,66990
HUF-2025-Q12603,59990,PR00011,F50,5,66990
HUF-2025-Q12603,61990,PR00011,F50,7,64990
HUF-2025-Q12603,45990,PR00011,F50,1,48990
HUF-2025-Q12603,59990,PR00011,F50,2,66990
HUF-2025-Q12603,59990,PR00011,F50,3,66990
HUF-2025-Q12603,59990,PR00011,F50,4,66990
HUF-2025-Q12603,59990,PR00011,F50,5,66990
HUF-2025-Q12603,61990,PR00011,F50,7,64990
HUF-2025-Q12603,47990,PR00011,F60E,1,50990
HUF-2025-Q12603,64990,PR00011,F60E,2,70990
HUF-2025-Q12603,64990,PR00011,F60E,3,70990
HUF-2025-Q12603,64990,PR00011,F60E,4,70990
HUF-2025-Q12603,64990,PR00011,F60E,5,70990
HUF-2025-Q12603,65990,PR00011,F60E,7,68990
HUF-2025-Q12603,47990,PR00011,F60E,1,50990
HUF-2025-Q12603,64990,PR00011,F60E,2,70990
HUF-2025-Q12603,64990,PR00011,F60E,3,70990
HUF-2025-Q12603,64990,PR00011,F60E,4,70990
HUF-2025-Q12603,64990,PR00011,F60E,5,70990
HUF-2025-Q12603,65990,PR00011,F60E,7,68990
HUF-2025-Q12603,47990,PR00011,F60,1,52990
HUF-2025-Q12603,64990,PR00011,F60,2,72990
HUF-2025-Q12603,64990,PR00011,F60,3,72990
HUF-2025-Q12603,64990,PR00011,F60,4,72990
HUF-2025-Q12603,64990,PR00011,F60,5,72990
HUF-2025-Q12603,66990,PR00011,F60,7,71990
HUF-2025-Q12603,51990,PR00011,F70,1,54990
HUF-2025-Q12603,70990,PR00011,F70,2,76990
HUF-2025-Q12603,70990,PR00011,F70,3,76990
HUF-2025-Q12603,70990,PR00011,F70,4,76990
HUF-2025-Q12603,70990,PR00011,F70,5,76990
HUF-2025-Q12603,73990,PR00011,F70,7,76990
HUF-2025-Q12603,54990,PR00011,F80,1,56990
HUF-2025-Q12603,72990,PR00011,F80,2,82990
HUF-2025-Q12603,72990,PR00011,F80,3,82990
HUF-2025-Q12603,72990,PR00011,F80,4,82990
HUF-2025-Q12603,72990,PR00011,F80,5,82990
HUF-2025-Q12603,74990,PR00011,F80,7,79990
HUF-2025-Q12603,66990,PR00011,F90,1,57990
HUF-2025-Q12603,78990,PR00011,F90,2,85990
HUF-2025-Q12603,78990,PR00011,F90,3,85990
HUF-2025-Q12603,78990,PR00011,F90,4,85990
HUF-2025-Q12603,78990,PR00011,F90,5,85990
HUF-2025-Q12603,80990,PR00011,F90,7,84990
HUF-2025-Q12603,58990,PR00011,FU45,2,60990
HUF-2025-Q12603,58990,PR00011,FU45,3,60990
HUF-2025-Q12603,58990,PR00011,FU45,4,60990
HUF-2025-Q12603,58990,PR00011,FU45,5,60990
HUF-2025-Q12603,59990,PR00011,FU45,7,0
HUF-2025-Q12603,58990,PR00011,FU45,2,60990
HUF-2025-Q12603,58990,PR00011,FU45,3,60990
HUF-2025-Q12603,58990,PR00011,FU45,4,60990
HUF-2025-Q12603,58990,PR00011,FU45,5,60990
HUF-2025-Q12603,59990,PR00011,FU45,7,0
HUF-2025-Q12603,98990,PR00011,FU90,2,81990
HUF-2025-Q12603,98990,PR00011,FU90,3,81990
HUF-2025-Q12603,98990,PR00011,FU90,4,81990
HUF-2025-Q12603,98990,PR00011,FU90,5,81990
HUF-2025-Q12603,100990,PR00011,FU90,7,0
HUF-2025-Q12603,37990,PR00011,FMF30,1,42990
HUF-2025-Q12603,51990,PR00011,FMF30,2,58990
HUF-2025-Q12603,51990,PR00011,FMF30,3,58990
HUF-2025-Q12603,51990,PR00011,FMF30,4,58990
HUF-2025-Q12603,51990,PR00011,FMF30,5,58990
HUF-2025-Q12603,53990,PR00011,FMF30,7,56990
HUF-2025-Q12603,38990,PR00011,FMF35,1,42990
HUF-2025-Q12603,53990,PR00011,FMF35,2,59990
HUF-2025-Q12603,53990,PR00011,FMF35,3,59990
HUF-2025-Q12603,53990,PR00011,FMF35,4,59990
HUF-2025-Q12603,53990,PR00011,FMF35,5,59990
HUF-2025-Q12603,54990,PR00011,FMF35,7,57990
HUF-2025-Q12603,38990,PR00011,FMF40,1,43990
HUF-2025-Q12603,54990,PR00011,FMF40,2,60990
HUF-2025-Q12603,54990,PR00011,FMF40,3,60990
HUF-2025-Q12603,54990,PR00011,FMF40,4,60990
HUF-2025-Q12603,54990,PR00011,FMF40,5,60990
HUF-2025-Q12603,55990,PR00011,FMF40,7,58990
HUF-2025-Q12603,39990,PR00011,FMF45,1,43990
HUF-2025-Q12603,55990,PR00011,FMF45,2,61990
HUF-2025-Q12603,55990,PR00011,FMF45,3,61990
HUF-2025-Q12603,55990,PR00011,FMF45,4,61990
HUF-2025-Q12603,55990,PR00011,FMF45,5,61990
HUF-2025-Q12603,56990,PR00011,FMF45,7,59990
HUF-2025-Q12603,40990,PR00011,FMF50,1,43990
HUF-2025-Q12603,56990,PR00011,FMF50,2,62990
HUF-2025-Q12603,56990,PR00011,FMF50,3,62990
HUF-2025-Q12603,56990,PR00011,FMF50,4,62990
HUF-2025-Q12603,56990,PR00011,FMF50,5,62990
HUF-2025-Q12603,57990,PR00011,FMF50,7,61990
HUF-2025-Q12603,41990,PR00011,FMF60,1,45990
HUF-2025-Q12603,58990,PR00011,FMF60,2,65990
HUF-2025-Q12603,58990,PR00011,FMF60,3,65990
HUF-2025-Q12603,58990,PR00011,FMF60,4,65990
HUF-2025-Q12603,58990,PR00011,FMF60,5,65990
HUF-2025-Q12603,59990,PR00011,FMF60,7,63990
HUF-2025-Q12603,42990,PR00011,FMF70,1,45990
HUF-2025-Q12603,61990,PR00011,FMF70,2,67990
HUF-2025-Q12603,61990,PR00011,FMF70,3,67990
HUF-2025-Q12603,61990,PR00011,FMF70,4,67990
HUF-2025-Q12603,61990,PR00011,FMF70,5,67990
HUF-2025-Q12603,62990,PR00011,FMF70,7,65990
HUF-2025-Q12603,43990,PR00011,FMF80,1,46990
HUF-2025-Q12603,63990,PR00011,FMF80,2,69990
HUF-2025-Q12603,63990,PR00011,FMF80,3,69990
HUF-2025-Q12603,63990,PR00011,FMF80,4,69990
HUF-2025-Q12603,63990,PR00011,FMF80,5,69990
HUF-2025-Q12603,64990,PR00011,FMF80,7,67990
HUF-2025-Q12603,43990,PR00011,FMF90,1,47990
HUF-2025-Q12603,65990,PR00011,FMF90,2,72990
HUF-2025-Q12603,65990,PR00011,FMF90,3,72990
HUF-2025-Q12603,65990,PR00011,FMF90,4,72990
HUF-2025-Q12603,65990,PR00011,FMF90,5,72990
HUF-2025-Q12603,66990,PR00011,FMF90,7,70990
HUF-2025-Q12603,38990,PR00011,FKF30,1,44990
HUF-2025-Q12603,56990,PR00011,FKF30,2,61990
HUF-2025-Q12603,56990,PR00011,FKF30,3,61990
HUF-2025-Q12603,56990,PR00011,FKF30,4,61990
HUF-2025-Q12603,56990,PR00011,FKF30,5,61990
HUF-2025-Q12603,57990,PR00011,FKF30,7,63990
HUF-2025-Q12603,40990,PR00011,FKF35,1,45990
HUF-2025-Q12603,57990,PR00011,FKF35,2,62990
HUF-2025-Q12603,57990,PR00011,FKF35,3,62990
HUF-2025-Q12603,57990,PR00011,FKF35,4,62990
HUF-2025-Q12603,57990,PR00011,FKF35,5,62990
HUF-2025-Q12603,58990,PR00011,FKF35,7,61990
HUF-2025-Q12603,41990,PR00011,FKF40,1,46990
HUF-2025-Q12603,58990,PR00011,FKF40,2,64990
HUF-2025-Q12603,58990,PR00011,FKF40,3,64990
HUF-2025-Q12603,58990,PR00011,FKF40,4,64990
HUF-2025-Q12603,58990,PR00011,FKF40,5,64990
HUF-2025-Q12603,59990,PR00011,FKF40,7,66990
HUF-2025-Q12603,42990,PR00011,FKF45,1,46990
HUF-2025-Q12603,59990,PR00011,FKF45,2,64990
HUF-2025-Q12603,59990,PR00011,FKF45,3,64990
HUF-2025-Q12603,59990,PR00011,FKF45,4,64990
HUF-2025-Q12603,59990,PR00011,FKF45,5,64990
HUF-2025-Q12603,60990,PR00011,FKF45,7,63990
HUF-2025-Q12603,43990,PR00011,FKF50,1,47990
HUF-2025-Q12603,61990,PR00011,FKF50,2,66990
HUF-2025-Q12603,61990,PR00011,FKF50,3,66990
HUF-2025-Q12603,61990,PR00011,FKF50,4,66990
HUF-2025-Q12603,61990,PR00011,FKF50,5,66990
HUF-2025-Q12603,62990,PR00011,FKF50,7,65990
HUF-2025-Q12603,45990,PR00011,FKF60,1,49990
HUF-2025-Q12603,64990,PR00011,FKF60,2,70990
HUF-2025-Q12603,64990,PR00011,FKF60,3,70990
HUF-2025-Q12603,64990,PR00011,FKF60,4,70990
HUF-2025-Q12603,64990,PR00011,FKF60,5,70990
HUF-2025-Q12603,65990,PR00011,FKF60,7,73990
HUF-2025-Q12603,46990,PR00011,FKF70,1,49990
HUF-2025-Q12603,67990,PR00011,FKF70,2,71990
HUF-2025-Q12603,67990,PR00011,FKF70,3,71990
HUF-2025-Q12603,67990,PR00011,FKF70,4,71990
HUF-2025-Q12603,67990,PR00011,FKF70,5,71990
HUF-2025-Q12603,68990,PR00011,FKF70,7,75990
HUF-2025-Q12603,48990,PR00011,FKF80,1,50990
HUF-2025-Q12603,68990,PR00011,FKF80,2,73990
HUF-2025-Q12603,68990,PR00011,FKF80,3,73990
HUF-2025-Q12603,68990,PR00011,FKF80,4,73990
HUF-2025-Q12603,68990,PR00011,FKF80,5,73990
HUF-2025-Q12603,71990,PR00011,FKF80,7,79990
