PriceList.Code,BaseValue,PriceRule.Code,Item.RefCode,Item.Attribute.0.Value,Item.Cleared.RefCode,ItemPrice
HUF-2025-Q1S1,120990,PR00011,K40R,3,K40R,104990
HUF-2025-Q1S1,120990,PR00011,K40R,4,K40R,104990
HUF-2025-Q1S1,120990,PR00011,K40R,5,K40R,104990
HUF-2025-Q1S1,121990,PR00011,K40R,7,K40R,125990
HUF-2025-Q1S1,65990,PR00011,KF60_J,1,KF60,72990
HUF-2025-Q1S1,95990,PR00011,KF60_J,2,KF60,93990
HUF-2025-Q1S1,95990,PR00011,KF60_J,3,KF60,93990
HUF-2025-Q1S1,95990,PR00011,KF60_J,4,KF60,93990
HUF-2025-Q1S1,95990,PR00011,KF60_J,5,KF60,93990
HUF-2025-Q1S1,96990,PR00011,KF60_J,7,KF60,112990
HUF-2025-Q1S1,65990,PR00011,KF60_B,1,KF60,72990
HUF-2025-Q1S1,95990,PR00011,KF60_B,2,KF60,93990
HUF-2025-Q1S1,95990,PR00011,KF60_B,3,KF60,93990
HUF-2025-Q1S1,95990,PR00011,KF60_B,4,KF60,93990
HUF-2025-Q1S1,95990,PR00011,KF60_B,5,KF60,93990
HUF-2025-Q1S1,96990,PR00011,KF60_B,7,KF60,112990
HUF-2025-Q1S1,83990,PR00011,KF60F,1,KF60F,93990
HUF-2025-Q1S1,157990,PR00011,KF60F,2,KF60F,136990
HUF-2025-Q1S1,157990,PR00011,KF60F,3,KF60F,136990
HUF-2025-Q1S1,157990,PR00011,KF60F,4,KF60F,136990
HUF-2025-Q1S1,157990,PR00011,KF60F,5,KF60F,136990
HUF-2025-Q1S1,179990,PR00011,KF60F,7,KF60F,187990
HUF-2025-Q1S1,41990,PR00011,F30_J,1,F30,45990
HUF-2025-Q1S1,48990,PR00011,F30_J,2,F30,55990
HUF-2025-Q1S1,48990,PR00011,F30_J,3,F30,55990
HUF-2025-Q1S1,48990,PR00011,F30_J,4,F30,55990
HUF-2025-Q1S1,48990,PR00011,F30_J,5,F30,55990
HUF-2025-Q1S1,49990,PR00011,F30_J,7,F30,54990
HUF-2025-Q1S1,41990,PR00011,F30_B,1,F30,45990
HUF-2025-Q1S1,48990,PR00011,F30_B,2,F30,55990
HUF-2025-Q1S1,48990,PR00011,F30_B,3,F30,55990
HUF-2025-Q1S1,48990,PR00011,F30_B,4,F30,55990
HUF-2025-Q1S1,48990,PR00011,F30_B,5,F30,55990
HUF-2025-Q1S1,49990,PR00011,F30_B,7,F30,54990
HUF-2025-Q1S1,42990,PR00011,F35_J,1,F35,46990
HUF-2025-Q1S1,51990,PR00011,F35_J,2,F35,57990
HUF-2025-Q1S1,51990,PR00011,F35_J,3,F35,57990
HUF-2025-Q1S1,51990,PR00011,F35_J,4,F35,57990
HUF-2025-Q1S1,51990,PR00011,F35_J,5,F35,57990
HUF-2025-Q1S1,51990,PR00011,F35_J,7,F35,56990
HUF-2025-Q1S1,42990,PR00011,F35_B,1,F35,46990
HUF-2025-Q1S1,51990,PR00011,F35_B,2,F35,57990
HUF-2025-Q1S1,51990,PR00011,F35_B,3,F35,57990
HUF-2025-Q1S1,51990,PR00011,F35_B,4,F35,57990
HUF-2025-Q1S1,51990,PR00011,F35_B,5,F35,57990
HUF-2025-Q1S1,51990,PR00011,F35_B,7,F35,56990
HUF-2025-Q1S1,43990,PR00011,F40_J,1,F40,47990
HUF-2025-Q1S1,53990,PR00011,F40_J,2,F40,60990
HUF-2025-Q1S1,53990,PR00011,F40_J,3,F40,60990
HUF-2025-Q1S1,53990,PR00011,F40_J,4,F40,60990
HUF-2025-Q1S1,53990,PR00011,F40_J,5,F40,60990
HUF-2025-Q1S1,54990,PR00011,F40_J,7,F40,59990
HUF-2025-Q1S1,43990,PR00011,F40_B,1,F40,47990
HUF-2025-Q1S1,53990,PR00011,F40_B,2,F40,60990
HUF-2025-Q1S1,53990,PR00011,F40_B,3,F40,60990
HUF-2025-Q1S1,53990,PR00011,F40_B,4,F40,60990
HUF-2025-Q1S1,53990,PR00011,F40_B,5,F40,60990
HUF-2025-Q1S1,54990,PR00011,F40_B,7,F40,59990
HUF-2025-Q1S1,43990,PR00011,F45_J,1,F45,47990
HUF-2025-Q1S1,55990,PR00011,F45_J,2,F45,62990
HUF-2025-Q1S1,55990,PR00011,F45_J,3,F45,62990
HUF-2025-Q1S1,55990,PR00011,F45_J,4,F45,62990
HUF-2025-Q1S1,55990,PR00011,F45_J,5,F45,62990
HUF-2025-Q1S1,56990,PR00011,F45_J,7,F45,61990
HUF-2025-Q1S1,43990,PR00011,F45_B,1,F45,47990
HUF-2025-Q1S1,55990,PR00011,F45_B,2,F45,62990
HUF-2025-Q1S1,55990,PR00011,F45_B,3,F45,62990
HUF-2025-Q1S1,55990,PR00011,F45_B,4,F45,62990
HUF-2025-Q1S1,55990,PR00011,F45_B,5,F45,62990
HUF-2025-Q1S1,56990,PR00011,F45_B,7,F45,61990
HUF-2025-Q1S1,44990,PR00011,F50_J,1,F50,48990
HUF-2025-Q1S1,57990,PR00011,F50_J,2,F50,66990
HUF-2025-Q1S1,57990,PR00011,F50_J,3,F50,66990
HUF-2025-Q1S1,57990,PR00011,F50_J,4,F50,66990
HUF-2025-Q1S1,57990,PR00011,F50_J,5,F50,66990
HUF-2025-Q1S1,58990,PR00011,F50_J,7,F50,64990
HUF-2025-Q1S1,44990,PR00011,F50_B,1,F50,48990
HUF-2025-Q1S1,57990,PR00011,F50_B,2,F50,66990
HUF-2025-Q1S1,57990,PR00011,F50_B,3,F50,66990
HUF-2025-Q1S1,57990,PR00011,F50_B,4,F50,66990
HUF-2025-Q1S1,57990,PR00011,F50_B,5,F50,66990
HUF-2025-Q1S1,58990,PR00011,F50_B,7,F50,64990
HUF-2025-Q1S1,45990,PR00011,F60E_J,1,F60E,50990
HUF-2025-Q1S1,62990,PR00011,F60E_J,2,F60E,70990
HUF-2025-Q1S1,62990,PR00011,F60E_J,3,F60E,70990
HUF-2025-Q1S1,62990,PR00011,F60E_J,4,F60E,70990
HUF-2025-Q1S1,62990,PR00011,F60E_J,5,F60E,70990
HUF-2025-Q1S1,63990,PR00011,F60E_J,7,F60E,68990
HUF-2025-Q1S1,45990,PR00011,F60E_B,1,F60E,50990
HUF-2025-Q1S1,62990,PR00011,F60E_B,2,F60E,70990
HUF-2025-Q1S1,62990,PR00011,F60E_B,3,F60E,70990
HUF-2025-Q1S1,62990,PR00011,F60E_B,4,F60E,70990
HUF-2025-Q1S1,62990,PR00011,F60E_B,5,F60E,70990
HUF-2025-Q1S1,63990,PR00011,F60E_B,7,F60E,68990
HUF-2025-Q1S1,45990,PR00011,F60_K,1,F60,52990
HUF-2025-Q1S1,62990,PR00011,F60_K,2,F60,72990
HUF-2025-Q1S1,62990,PR00011,F60_K,3,F60,72990
HUF-2025-Q1S1,62990,PR00011,F60_K,4,F60,72990
HUF-2025-Q1S1,62990,PR00011,F60_K,5,F60,72990
HUF-2025-Q1S1,64990,PR00011,F60_K,7,F60,71990
HUF-2025-Q1S1,51990,PR00011,F70,1,F70,54990
HUF-2025-Q1S1,70990,PR00011,F70,2,F70,76990
HUF-2025-Q1S1,70990,PR00011,F70,3,F70,76990
HUF-2025-Q1S1,70990,PR00011,F70,4,F70,76990
HUF-2025-Q1S1,70990,PR00011,F70,5,F70,76990
HUF-2025-Q1S1,73990,PR00011,F70,7,F70,76990
HUF-2025-Q1S1,51990,PR00011,F80,1,F80,56990
HUF-2025-Q1S1,70990,PR00011,F80,2,F80,82990
HUF-2025-Q1S1,70990,PR00011,F80,3,F80,82990
HUF-2025-Q1S1,70990,PR00011,F80,4,F80,82990
HUF-2025-Q1S1,70990,PR00011,F80,5,F80,82990
HUF-2025-Q1S1,73990,PR00011,F80,7,F80,79990
HUF-2025-Q1S1,66990,PR00011,F90,1,F90,57990
HUF-2025-Q1S1,78990,PR00011,F90,2,F90,85990
HUF-2025-Q1S1,78990,PR00011,F90,3,F90,85990
HUF-2025-Q1S1,78990,PR00011,F90,4,F90,85990
HUF-2025-Q1S1,78990,PR00011,F90,5,F90,85990
HUF-2025-Q1S1,80990,PR00011,F90,7,F90,84990
HUF-2025-Q1S1,58990,PR00011,FU45_J,2,FU45,60990
HUF-2025-Q1S1,58990,PR00011,FU45_J,3,FU45,60990
HUF-2025-Q1S1,58990,PR00011,FU45_J,4,FU45,60990
HUF-2025-Q1S1,58990,PR00011,FU45_J,5,FU45,60990
HUF-2025-Q1S1,59990,PR00011,FU45_J,7,FU45,60990
HUF-2025-Q1S1,58990,PR00011,FU45_B,2,FU45,60990
HUF-2025-Q1S1,58990,PR00011,FU45_B,3,FU45,60990
HUF-2025-Q1S1,58990,PR00011,FU45_B,4,FU45,60990
HUF-2025-Q1S1,58990,PR00011,FU45_B,5,FU45,60990
HUF-2025-Q1S1,59990,PR00011,FU45_B,7,FU45,60990
HUF-2025-Q1S1,98990,PR00011,FU90,2,FU90,81990
HUF-2025-Q1S1,98990,PR00011,FU90,3,FU90,81990
HUF-2025-Q1S1,98990,PR00011,FU90,4,FU90,81990
HUF-2025-Q1S1,98990,PR00011,FU90,5,FU90,81990
HUF-2025-Q1S1,100990,PR00011,FU90,7,FU90,92990
HUF-2025-Q1S1,37990,PR00011,FMF30,1,FMF30,42990
HUF-2025-Q1S1,51990,PR00011,FMF30,2,FMF30,58990
HUF-2025-Q1S1,51990,PR00011,FMF30,3,FMF30,58990
HUF-2025-Q1S1,51990,PR00011,FMF30,4,FMF30,58990
HUF-2025-Q1S1,51990,PR00011,FMF30,5,FMF30,58990
HUF-2025-Q1S1,53990,PR00011,FMF30,7,FMF30,56990
HUF-2025-Q1S1,38990,PR00011,FMF35,1,FMF35,42990
HUF-2025-Q1S1,53990,PR00011,FMF35,2,FMF35,59990
HUF-2025-Q1S1,53990,PR00011,FMF35,3,FMF35,59990
HUF-2025-Q1S1,53990,PR00011,FMF35,4,FMF35,59990
HUF-2025-Q1S1,53990,PR00011,FMF35,5,FMF35,59990
HUF-2025-Q1S1,54990,PR00011,FMF35,7,FMF35,57990
HUF-2025-Q1S1,38990,PR00011,FMF40,1,FMF40,43990
HUF-2025-Q1S1,54990,PR00011,FMF40,2,FMF40,60990
HUF-2025-Q1S1,54990,PR00011,FMF40,3,FMF40,60990
HUF-2025-Q1S1,54990,PR00011,FMF40,4,FMF40,60990
HUF-2025-Q1S1,54990,PR00011,FMF40,5,FMF40,60990
HUF-2025-Q1S1,55990,PR00011,FMF40,7,FMF40,58990
HUF-2025-Q1S1,39990,PR00011,FMF45,1,FMF45,43990
HUF-2025-Q1S1,55990,PR00011,FMF45,2,FMF45,61990
HUF-2025-Q1S1,55990,PR00011,FMF45,3,FMF45,61990
HUF-2025-Q1S1,55990,PR00011,FMF45,4,FMF45,61990
HUF-2025-Q1S1,55990,PR00011,FMF45,5,FMF45,61990
HUF-2025-Q1S1,56990,PR00011,FMF45,7,FMF45,59990
HUF-2025-Q1S1,40990,PR00011,FMF50,1,FMF50,43990
HUF-2025-Q1S1,56990,PR00011,FMF50,2,FMF50,62990
HUF-2025-Q1S1,56990,PR00011,FMF50,3,FMF50,62990
HUF-2025-Q1S1,56990,PR00011,FMF50,4,FMF50,62990
HUF-2025-Q1S1,56990,PR00011,FMF50,5,FMF50,62990
HUF-2025-Q1S1,57990,PR00011,FMF50,7,FMF50,61990
HUF-2025-Q1S1,41990,PR00011,FMF60,1,FMF60,45990
HUF-2025-Q1S1,58990,PR00011,FMF60,2,FMF60,65990
HUF-2025-Q1S1,58990,PR00011,FMF60,3,FMF60,65990
HUF-2025-Q1S1,58990,PR00011,FMF60,4,FMF60,65990
HUF-2025-Q1S1,58990,PR00011,FMF60,5,FMF60,65990
HUF-2025-Q1S1,59990,PR00011,FMF60,7,FMF60,63990
HUF-2025-Q1S1,42990,PR00011,FMF70,1,FMF70,45990
HUF-2025-Q1S1,61990,PR00011,FMF70,2,FMF70,67990
HUF-2025-Q1S1,61990,PR00011,FMF70,3,FMF70,67990
HUF-2025-Q1S1,61990,PR00011,FMF70,4,FMF70,67990
HUF-2025-Q1S1,61990,PR00011,FMF70,5,FMF70,67990
HUF-2025-Q1S1,62990,PR00011,FMF70,7,FMF70,65990
HUF-2025-Q1S1,43990,PR00011,FMF80,1,FMF80,46990
HUF-2025-Q1S1,63990,PR00011,FMF80,2,FMF80,69990
HUF-2025-Q1S1,63990,PR00011,FMF80,3,FMF80,69990
HUF-2025-Q1S1,63990,PR00011,FMF80,4,FMF80,69990
HUF-2025-Q1S1,63990,PR00011,FMF80,5,FMF80,69990
HUF-2025-Q1S1,64990,PR00011,FMF80,7,FMF80,67990
HUF-2025-Q1S1,43990,PR00011,FMF90,1,FMF90,47990
HUF-2025-Q1S1,65990,PR00011,FMF90,2,FMF90,72990
HUF-2025-Q1S1,65990,PR00011,FMF90,3,FMF90,72990
HUF-2025-Q1S1,65990,PR00011,FMF90,4,FMF90,72990
HUF-2025-Q1S1,65990,PR00011,FMF90,5,FMF90,72990
HUF-2025-Q1S1,66990,PR00011,FMF90,7,FMF90,70990
HUF-2025-Q1S1,38990,PR00011,FKF30,1,FKF30,44990
HUF-2025-Q1S1,54990,PR00011,FKF30,2,FKF30,61990
HUF-2025-Q1S1,54990,PR00011,FKF30,3,FKF30,61990
HUF-2025-Q1S1,54990,PR00011,FKF30,4,FKF30,61990
HUF-2025-Q1S1,54990,PR00011,FKF30,5,FKF30,61990
HUF-2025-Q1S1,55990,PR00011,FKF30,7,FKF30,63990
HUF-2025-Q1S1,40990,PR00011,FKF35,1,FKF35,45990
HUF-2025-Q1S1,55990,PR00011,FKF35,2,FKF35,62990
HUF-2025-Q1S1,55990,PR00011,FKF35,3,FKF35,62990
HUF-2025-Q1S1,55990,PR00011,FKF35,4,FKF35,62990
HUF-2025-Q1S1,55990,PR00011,FKF35,5,FKF35,62990
HUF-2025-Q1S1,56990,PR00011,FKF35,7,FKF35,61990
HUF-2025-Q1S1,41990,PR00011,FKF40,1,FKF40,46990
HUF-2025-Q1S1,56990,PR00011,FKF40,2,FKF40,64990
HUF-2025-Q1S1,56990,PR00011,FKF40,3,FKF40,64990
HUF-2025-Q1S1,56990,PR00011,FKF40,4,FKF40,64990
HUF-2025-Q1S1,56990,PR00011,FKF40,5,FKF40,64990
HUF-2025-Q1S1,57990,PR00011,FKF40,7,FKF40,66990
HUF-2025-Q1S1,42990,PR00011,FKF45,1,FKF45,46990
HUF-2025-Q1S1,58990,PR00011,FKF45,2,FKF45,64990
HUF-2025-Q1S1,58990,PR00011,FKF45,3,FKF45,64990
HUF-2025-Q1S1,58990,PR00011,FKF45,4,FKF45,64990
HUF-2025-Q1S1,58990,PR00011,FKF45,5,FKF45,64990
HUF-2025-Q1S1,59990,PR00011,FKF45,7,FKF45,63990
HUF-2025-Q1S1,43990,PR00011,FKF50,1,FKF50,47990
HUF-2025-Q1S1,59990,PR00011,FKF50,2,FKF50,66990
HUF-2025-Q1S1,59990,PR00011,FKF50,3,FKF50,66990
HUF-2025-Q1S1,59990,PR00011,FKF50,4,FKF50,66990
HUF-2025-Q1S1,59990,PR00011,FKF50,5,FKF50,66990
HUF-2025-Q1S1,60990,PR00011,FKF50,7,FKF50,65990
HUF-2025-Q1S1,45990,PR00011,FKF60,1,FKF60,49990
HUF-2025-Q1S1,61990,PR00011,FKF60,2,FKF60,70990
HUF-2025-Q1S1,61990,PR00011,FKF60,3,FKF60,70990
HUF-2025-Q1S1,61990,PR00011,FKF60,4,FKF60,70990
HUF-2025-Q1S1,61990,PR00011,FKF60,5,FKF60,70990
HUF-2025-Q1S1,62990,PR00011,FKF60,7,FKF60,73990
HUF-2025-Q1S1,46990,PR00011,FKF70,1,FKF70,49990
HUF-2025-Q1S1,65990,PR00011,FKF70,2,FKF70,71990
HUF-2025-Q1S1,65990,PR00011,FKF70,3,FKF70,71990
HUF-2025-Q1S1,65990,PR00011,FKF70,4,FKF70,71990
HUF-2025-Q1S1,65990,PR00011,FKF70,5,FKF70,71990
HUF-2025-Q1S1,66990,PR00011,FKF70,7,FKF70,75990
HUF-2025-Q1S1,48990,PR00011,FKF80,1,FKF80,50990
HUF-2025-Q1S1,66990,PR00011,FKF80,2,FKF80,73990
HUF-2025-Q1S1,66990,PR00011,FKF80,3,FKF80,73990
HUF-2025-Q1S1,66990,PR00011,FKF80,4,FKF80,73990
HUF-2025-Q1S1,66990,PR00011,FKF80,5,FKF80,73990
HUF-2025-Q1S1,67990,PR00011,FKF80,7,FKF80,79990
HUF-2025-Q1S1,55990,PR00011,FKF90,1,FKF90,51990
HUF-2025-Q1S1,75990,PR00011,FKF90,2,FKF90,76990
HUF-2025-Q1S1,75990,PR00011,FKF90,3,FKF90,76990
HUF-2025-Q1S1,75990,PR00011,FKF90,4,FKF90,76990
HUF-2025-Q1S1,75990,PR00011,FKF90,5,FKF90,76990
HUF-2025-Q1S1,76990,PR00011,FKF90,7,FKF90,83990
HUF-2025-Q1S1,48990,PR00011,FFZ45,1,FFZ45,51990
HUF-2025-Q1S1,88990,PR00011,FFZ45,2,FFZ45,86990
HUF-2025-Q1S1,88990,PR00011,FFZ45,3,FFZ45,86990
HUF-2025-Q1S1,88990,PR00011,FFZ45,4,FFZ45,86990
HUF-2025-Q1S1,88990,PR00011,FFZ45,5,FFZ45,86990
HUF-2025-Q1S1,90990,PR00011,FFZ45,7,FFZ45,90990
HUF-2025-Q1S1,48990,PR00011,FFZ50,1,FFZ50,52990
HUF-2025-Q1S1,89990,PR00011,FFZ50,2,FFZ50,89990
HUF-2025-Q1S1,89990,PR00011,FFZ50,3,FFZ50,89990
HUF-2025-Q1S1,89990,PR00011,FFZ50,4,FFZ50,89990
HUF-2025-Q1S1,89990,PR00011,FFZ50,5,FFZ50,89990
HUF-2025-Q1S1,91990,PR00011,FFZ50,7,FFZ50,91990
HUF-2025-Q1S1,48990,PR00011,FFZ60,1,FFZ60,54990
HUF-2025-Q1S1,91990,PR00011,FFZ60,2,FFZ60,95990
HUF-2025-Q1S1,91990,PR00011,FFZ60,3,FFZ60,95990
HUF-2025-Q1S1,91990,PR00011,FFZ60,4,FFZ60,95990
HUF-2025-Q1S1,91990,PR00011,FFZ60,5,FFZ60,95990
HUF-2025-Q1S1,94990,PR00011,FFZ60,7,FFZ60,96990
HUF-2025-Q1S1,44990,PR00011,FFM60,1,FFM60,50990
HUF-2025-Q1S1,73990,PR00011,FFM60,2,FFM60,71990
HUF-2025-Q1S1,73990,PR00011,FFM60,3,FFM60,71990
HUF-2025-Q1S1,73990,PR00011,FFM60,4,FFM60,71990
HUF-2025-Q1S1,73990,PR00011,FFM60,5,FFM60,71990
HUF-2025-Q1S1,73990,PR00011,FFM60,7,FFM60,74990
HUF-2025-Q1S1,51990,PR00011,FFZ70,1,FFZ70,55990
HUF-2025-Q1S1,106990,PR00011,FFZ70,2,FFZ70,97990
HUF-2025-Q1S1,106990,PR00011,FFZ70,3,FFZ70,97990
HUF-2025-Q1S1,106990,PR00011,FFZ70,4,FFZ70,97990
HUF-2025-Q1S1,106990,PR00011,FFZ70,5,FFZ70,97990
HUF-2025-Q1S1,108990,PR00011,FFZ70,7,FFZ70,104990
HUF-2025-Q1S1,51990,PR00011,FFZ80,1,FFZ80,56990
HUF-2025-Q1S1,106990,PR00011,FFZ80,2,FFZ80,102990
HUF-2025-Q1S1,106990,PR00011,FFZ80,3,FFZ80,102990
HUF-2025-Q1S1,106990,PR00011,FFZ80,4,FFZ80,102990
HUF-2025-Q1S1,106990,PR00011,FFZ80,5,FFZ80,102990
HUF-2025-Q1S1,108990,PR00011,FFZ80,7,FFZ80,107990
HUF-2025-Q1S1,66990,PR00011,FFZ90,1,FFZ90,58990
HUF-2025-Q1S1,114990,PR00011,FFZ90,2,FFZ90,107990
HUF-2025-Q1S1,114990,PR00011,FFZ90,3,FFZ90,107990
HUF-2025-Q1S1,114990,PR00011,FFZ90,4,FFZ90,107990
HUF-2025-Q1S1,114990,PR00011,FFZ90,5,FFZ90,107990
HUF-2025-Q1S1,116990,PR00011,FFZ90,7,FFZ90,113990
HUF-2025-Q1S1,122990,PR00011,FF90,2,FF90,111990
HUF-2025-Q1S1,122990,PR00011,FF90,3,FF90,111990
HUF-2025-Q1S1,122990,PR00011,FF90,4,FF90,111990
HUF-2025-Q1S1,122990,PR00011,FF90,5,FF90,111990
HUF-2025-Q1S1,123990,PR00011,FF90,7,FF90,118990
HUF-2025-Q1S1,49990,PR00011,F30_2A_J,2,F30_2A,57990
HUF-2025-Q1S1,49990,PR00011,F30_2A_J,3,F30_2A,57990
HUF-2025-Q1S1,49990,PR00011,F30_2A_J,4,F30_2A,57990
HUF-2025-Q1S1,49990,PR00011,F30_2A_J,5,F30_2A,57990
HUF-2025-Q1S1,51990,PR00011,F30_2A_J,7,F30_2A,55990
HUF-2025-Q1S1,49990,PR00011,F30_2A_B,2,F30_2A,57990
HUF-2025-Q1S1,49990,PR00011,F30_2A_B,3,F30_2A,57990
HUF-2025-Q1S1,49990,PR00011,F30_2A_B,4,F30_2A,57990
HUF-2025-Q1S1,49990,PR00011,F30_2A_B,5,F30_2A,57990
HUF-2025-Q1S1,51990,PR00011,F30_2A_B,7,F30_2A,55990
HUF-2025-Q1S1,51990,PR00011,F35_2A_J,2,F35_2A,58990
HUF-2025-Q1S1,51990,PR00011,F35_2A_J,3,F35_2A,58990
HUF-2025-Q1S1,51990,PR00011,F35_2A_J,4,F35_2A,58990
HUF-2025-Q1S1,51990,PR00011,F35_2A_J,5,F35_2A,58990
HUF-2025-Q1S1,54990,PR00011,F35_2A_J,7,F35_2A,57990
HUF-2025-Q1S1,51990,PR00011,F35_2A_B,2,F35_2A,58990
HUF-2025-Q1S1,51990,PR00011,F35_2A_B,3,F35_2A,58990
HUF-2025-Q1S1,51990,PR00011,F35_2A_B,4,F35_2A,58990
HUF-2025-Q1S1,51990,PR00011,F35_2A_B,5,F35_2A,58990
HUF-2025-Q1S1,54990,PR00011,F35_2A_B,7,F35_2A,57990
HUF-2025-Q1S1,54990,PR00011,F40_2A_J,2,F40_2A,60990
HUF-2025-Q1S1,54990,PR00011,F40_2A_J,3,F40_2A,60990
HUF-2025-Q1S1,54990,PR00011,F40_2A_J,4,F40_2A,60990
HUF-2025-Q1S1,54990,PR00011,F40_2A_J,5,F40_2A,60990
HUF-2025-Q1S1,56990,PR00011,F40_2A_J,7,F40_2A,59990
HUF-2025-Q1S1,54990,PR00011,F40_2A_B,2,F40_2A,60990
HUF-2025-Q1S1,54990,PR00011,F40_2A_B,3,F40_2A,60990
HUF-2025-Q1S1,54990,PR00011,F40_2A_B,4,F40_2A,60990
HUF-2025-Q1S1,54990,PR00011,F40_2A_B,5,F40_2A,60990
HUF-2025-Q1S1,56990,PR00011,F40_2A_B,7,F40_2A,59990
HUF-2025-Q1S1,56990,PR00011,F45_2A_J,2,F45_2A,62990
HUF-2025-Q1S1,56990,PR00011,F45_2A_J,3,F45_2A,62990
HUF-2025-Q1S1,56990,PR00011,F45_2A_J,4,F45_2A,62990
HUF-2025-Q1S1,56990,PR00011,F45_2A_J,5,F45_2A,62990
HUF-2025-Q1S1,58990,PR00011,F45_2A_J,7,F45_2A,61990
HUF-2025-Q1S1,56990,PR00011,F45_2A_B,2,F45_2A,62990
HUF-2025-Q1S1,56990,PR00011,F45_2A_B,3,F45_2A,62990
HUF-2025-Q1S1,56990,PR00011,F45_2A_B,4,F45_2A,62990
HUF-2025-Q1S1,56990,PR00011,F45_2A_B,5,F45_2A,62990
HUF-2025-Q1S1,58990,PR00011,F45_2A_B,7,F45_2A,61990
HUF-2025-Q1S1,60990,PR00011,FUZ45_J,2,FUZ45,63990
HUF-2025-Q1S1,60990,PR00011,FUZ45_J,3,FUZ45,63990
HUF-2025-Q1S1,60990,PR00011,FUZ45_J,4,FUZ45,63990
HUF-2025-Q1S1,60990,PR00011,FUZ45_J,5,FUZ45,63990
HUF-2025-Q1S1,62990,PR00011,FUZ45_J,7,FUZ45,64990
HUF-2025-Q1S1,60990,PR00011,FUZ45_B,2,FUZ45,63990
HUF-2025-Q1S1,60990,PR00011,FUZ45_B,3,FUZ45,63990
HUF-2025-Q1S1,60990,PR00011,FUZ45_B,4,FUZ45,63990
HUF-2025-Q1S1,60990,PR00011,FUZ45_B,5,FUZ45,63990
HUF-2025-Q1S1,62990,PR00011,FUZ45_B,7,FUZ45,64990
HUF-2025-Q1S1,40990,PR00011,EF50,1,EF50,44990
HUF-2025-Q1S1,56990,PR00011,EF50,2,EF50,62990
HUF-2025-Q1S1,56990,PR00011,EF50,3,EF50,62990
HUF-2025-Q1S1,56990,PR00011,EF50,4,EF50,62990
